,Amount,SUPERVISOR Involved,PRE_APPROVER Involved,DIRECTOR Involved,BUDGET_OWNER Involved,ADMINISTRATOR Involved,Number Of Levels,APPROVED/REJECTED,Throughput Time
declaration 41569,151.49388647224197,1,0,0,0,1,2,1,1109749.0
declaration 41998,429.81587412157785,1,0,0,1,1,3,1,1211774.0
declaration 30975,1427.5422137137145,1,0,0,0,1,2,1,617939.0
declaration 44147,624.2636264023263,1,0,0,0,1,2,1,1491486.0
declaration 28310,2097.7441780144686,1,0,1,1,1,4,1,1229743.0
declaration 64805,64.18053580586874,1,0,0,0,1,2,1,921817.0
declaration 42024,0.0,1,0,0,0,1,2,1,452163.0
declaration 36970,6033.9303354203685,1,0,1,1,1,4,1,2683870.0
declaration 44934,325.1111862752577,1,0,0,1,1,3,1,705113.0
declaration 28334,1354.247904458252,1,0,0,1,1,3,1,1638074.0
declaration 147138,0.0,0,0,0,0,1,1,0,195423.0
declaration 53438,373.3660164553556,1,0,0,1,1,3,1,1285454.0
declaration 30992,162.9120351609757,1,0,0,0,1,2,1,785827.0
declaration 43277,0.0,1,0,0,0,1,2,0,76274.0
declaration 43275,426.4211400986051,1,0,0,0,1,2,1,1217311.0
declaration 48868,313.7817724528146,1,0,0,0,1,2,1,531943.0
declaration 64815,900.7884139595523,1,0,0,1,1,3,1,532264.0
declaration 44164,964.1908796271839,1,0,0,0,1,2,1,712595.0
declaration 25329,2931.4752566367906,1,0,0,1,1,3,1,1130984.0
declaration 53450,633.8850749406411,1,0,0,1,1,3,1,1800131.0
declaration 31012,762.2488015901897,1,0,0,0,1,2,1,711507.0
declaration 44177,957.6268616320205,1,0,0,1,1,3,1,891832.0
declaration 44719,201.6809825077382,1,0,0,0,1,2,1,1838467.0
declaration 147159,6271.102837243849,1,0,1,0,1,3,1,1287288.0
declaration 28355,982.2209263153015,1,0,0,0,1,2,1,1025404.0
declaration 42354,394.1719845900193,1,0,0,0,1,2,1,724000.0
declaration 42352,15.385895309275847,1,0,0,0,1,2,1,723242.0
declaration 44734,885.7879728054523,1,0,0,0,1,2,1,2263612.0
declaration 53465,652.799236448967,1,0,0,0,1,2,1,8051283.0
declaration 31022,381.7182999258004,1,0,0,0,1,2,1,2440866.0
declaration 41144,340.89733987098174,1,0,0,1,1,3,1,1234826.0
declaration 21475,3873.973918606031,1,0,0,1,1,3,1,936313.0
declaration 24588,0.0,1,0,0,1,1,3,0,426326.0
declaration 24586,941.433744833337,1,0,0,1,1,3,1,186479.0
declaration 42370,95.32199841043726,1,0,0,1,1,3,1,1134641.0
declaration 13740,1655.2654143183343,1,0,0,0,1,2,1,618911.0
declaration 44216,92.77178883776243,1,0,0,0,1,2,1,185690.0
declaration 67293,791.0054400170612,1,0,0,0,1,2,1,615518.0
declaration 41588,84.06368452826129,1,0,0,1,1,3,1,547198.0
declaration 42382,0.0,1,0,0,0,1,2,0,377485.0
declaration 54089,1886.800518846026,1,0,0,0,1,2,1,2344998.0
declaration 32640,506.687475902557,1,0,0,1,1,3,1,3384841.0
declaration 44750,1601.691579566569,1,0,0,0,1,2,1,1992695.0
declaration 13751,1435.6386566237493,1,0,0,0,1,2,1,2564379.0
declaration 48878,1221.7350035362176,1,0,0,0,1,2,1,1889455.0
declaration 147325,1036.6843958408192,1,0,0,0,1,2,1,1497154.0
declaration 37017,170.49546750438168,1,0,0,1,1,3,1,617873.0
declaration 68116,262.4550674943498,1,0,0,0,1,2,1,3125146.0
declaration 13762,119.8665894450661,1,0,0,0,1,2,1,536556.0
declaration 32655,598.0932113179688,1,0,0,0,1,2,1,1994734.0
declaration 44232,910.5164906950473,1,0,0,1,1,3,1,538748.0
declaration 41600,266.6128686016546,1,0,0,0,1,2,1,946502.0
declaration 45397,9.104295654891809,1,0,0,1,1,3,1,793837.0
declaration 31040,256.9381666507899,1,0,0,1,1,3,1,1816151.0
declaration 44948,509.86151099771877,1,0,0,1,1,3,1,1375304.0
declaration 42391,130.2431548309652,1,0,0,0,1,2,1,1150304.0
declaration 45409,810.6319643989781,1,0,0,1,1,3,1,703717.0
declaration 45421,739.5868568952235,1,0,0,0,1,2,1,548278.0
declaration 21490,1144.3743744896572,1,0,1,1,1,4,1,1721511.0
declaration 32671,1080.0372183462268,1,0,0,0,1,2,1,863492.0
declaration 24188,862.4381902386889,1,0,0,1,1,3,1,3110133.0
declaration 41158,2574.419730423643,1,0,0,0,1,2,1,2280499.0
declaration 31072,141.00859420820757,1,0,0,1,1,3,1,1651998.0
declaration 41612,652.9718186493983,1,0,0,0,1,2,1,1739620.0
declaration 147183,0.0,0,0,0,0,1,1,0,319122.0
declaration 45431,208.68159613039293,1,0,0,0,1,2,1,509793.0
declaration 147011,1613.6404558184672,1,0,0,0,1,2,1,943659.0
declaration 64831,694.4459782339187,1,0,0,0,1,2,1,1112655.0
declaration 28371,355.3383845220302,1,0,0,0,1,2,1,507578.0
declaration 42413,4027.9082219792795,1,0,1,0,1,3,1,1489345.0
declaration 44979,11.40424285788347,1,0,0,0,1,2,1,171014.0
declaration 45091,68.52804730967179,1,0,0,0,1,2,1,261257.0
declaration 53567,196.11320628845536,1,0,0,1,1,3,1,1835863.0
declaration 53487,1689.9740768759582,1,0,0,0,1,2,1,967852.0
declaration 45441,1436.200060976513,1,0,0,1,1,3,1,889762.0
declaration 42425,1810.0037399964644,1,0,0,1,1,3,1,1725940.0
declaration 44966,854.8354068675491,1,0,0,0,1,2,1,182418.0
declaration 28381,412.64233266632857,1,0,0,1,1,3,1,783780.0
declaration 31099,1022.3653111918262,1,0,0,1,1,3,1,636825.0
declaration 45468,358.2948717326454,1,0,0,1,1,3,1,3553910.0
declaration 45470,168.67420115413768,1,0,0,1,1,3,1,718281.0
declaration 43289,562.3701552621167,1,0,0,1,1,3,1,627791.0
declaration 32682,1362.8229264473068,1,0,0,0,1,2,1,537933.0
declaration 64844,1053.063152544851,1,0,0,1,1,3,1,2623439.0
declaration 31125,581.512704314055,1,0,0,0,1,2,1,547868.0
declaration 44989,801.3442482356471,1,0,0,1,1,3,1,441201.0
declaration 48890,301.3944525089084,1,0,0,1,1,3,1,1122091.0
declaration 54106,3082.178408590257,1,0,0,0,1,2,1,1317184.0
declaration 45496,906.1227785466833,1,0,0,1,1,3,1,18092575.0
declaration 45521,257.9184994410226,1,0,0,0,1,2,1,4162723.0
declaration 68132,1080.05608530145,1,0,0,0,1,2,1,693030.0
declaration 45014,945.372488932413,1,0,0,0,1,2,1,288013.0
declaration 45537,2749.162051941904,1,0,0,0,1,2,1,886935.0
declaration 25363,1304.6134319518303,1,0,1,1,1,4,1,620213.0
declaration 37029,871.210236847254,1,0,0,0,1,2,1,511831.0
declaration 15250,2055.5143380594413,1,0,0,0,1,2,1,1237506.0
declaration 54120,184.61588215474802,1,0,0,0,1,2,1,612310.0
declaration 28395,0.0,1,0,0,0,1,2,0,0.0
declaration 40713,3103.331437481606,1,0,0,0,1,2,1,1134200.0
declaration 45550,18.011954761676165,1,0,0,1,1,3,1,1764447.0
declaration 42440,2005.277187139446,1,0,1,1,1,4,1,982358.0
declaration 41174,714.6670986416144,1,0,0,1,1,3,1,1244336.0
declaration 21507,912.1277059549053,1,0,0,1,1,3,1,275112.0
declaration 14838,201.84253736286377,1,0,0,1,1,3,1,1924488.0
declaration 68147,1252.2238966711907,1,0,0,1,1,3,1,791477.0
declaration 37039,19.94068150267375,1,0,0,0,1,2,1,193628.0
declaration 45035,307.98218811596246,1,0,0,1,1,3,1,708831.0
declaration 45062,1354.7116413774033,1,0,1,1,1,4,1,1213040.0
declaration 42457,262.1394302831681,1,0,0,0,1,2,1,2687119.0
declaration 64865,1100.3273160605136,1,0,0,0,1,2,1,1223608.0
declaration 41628,661.8142212713116,1,0,0,0,1,2,1,10300434.0
declaration 13779,38.035934528513614,1,0,0,0,1,2,1,274476.0
declaration 41188,508.0678471187214,1,0,0,1,1,3,1,1213976.0
declaration 42470,1314.5173118284313,1,0,0,1,1,3,1,2527837.0
declaration 146894,1370.8909859848657,1,0,0,1,1,3,1,1968910.0
declaration 67330,2683.4328810514935,1,0,1,0,1,3,1,925589.0
declaration 48938,95.07670045999804,1,0,0,0,1,2,1,449059.0
declaration 40732,1599.2682170436308,1,0,0,1,1,3,1,1475103.0
declaration 40730,358.526124223887,1,0,0,1,1,3,1,982333.0
declaration 45081,50.803789484289396,1,0,0,0,1,2,1,103205.0
declaration 48907,3106.4597771103263,1,0,0,1,1,3,1,1397765.0
declaration 45101,2094.641801963122,1,0,0,1,1,3,1,456707.0
declaration 42486,436.3252514471072,1,0,0,1,1,3,1,530472.0
declaration 45113,1097.586446339236,1,0,0,1,1,3,1,1208033.0
declaration 24216,580.3755693193457,1,0,0,1,1,3,1,1124748.0
declaration 48924,579.2016755528731,1,0,0,0,1,2,1,619225.0
declaration 15266,334.24763360030386,1,0,0,0,1,2,1,9010548.0
declaration 45607,607.2233243726188,1,0,0,0,1,2,1,10965369.0
declaration 147340,3758.7533723926385,1,0,1,1,1,4,1,5210660.0
declaration 45129,1201.083592240989,1,0,0,0,1,2,1,2096509.0
declaration 48953,0.0,1,0,0,0,1,2,0,168756.0
declaration 48954,194.18684167218757,1,0,0,0,1,2,1,274679.0
declaration 45139,1488.2682594210405,1,0,0,0,1,2,1,1756331.0
declaration 25388,721.5139229947857,1,0,0,1,1,3,1,803478.0
declaration 22919,970.2594974154945,1,0,0,1,1,3,1,3559322.0
declaration 22947,2743.002385848071,1,0,1,0,1,3,1,880273.0
declaration 43306,1282.8692735009677,1,0,1,0,1,3,1,936193.0
declaration 54135,1725.3633074515078,1,0,0,0,1,2,1,1820505.0
declaration 147073,1486.8234351640965,1,0,0,0,1,2,1,2419063.0
declaration 24688,538.183066463966,1,0,0,1,1,3,1,3222855.0
declaration 54151,1090.355489702544,1,0,0,0,1,2,1,1040171.0
declaration 48973,1938.111458090403,1,0,0,1,1,3,1,591545.0
declaration 45633,155.55226138285602,1,0,0,0,1,2,1,367118.0
declaration 45620,155.55226138285602,1,0,0,0,1,2,1,584578.0
declaration 45630,0.0,1,0,0,0,1,2,0,66156.0
declaration 45624,112.17711157417502,1,0,0,0,1,2,1,877376.0
declaration 45622,224.35422314835003,1,0,0,0,1,2,1,239010.0
declaration 45628,149.5694820989,1,0,0,0,1,2,1,607937.0
declaration 45631,179.48337851868,1,0,0,0,1,2,1,350236.0
declaration 45626,447.21275147571106,1,0,0,0,1,2,1,691428.0
declaration 45635,155.55226138285602,1,0,0,0,1,2,1,780601.0
declaration 45637,176.491988876702,1,0,0,0,1,2,1,325785.0
declaration 45680,121.53887703731435,1,0,1,0,1,3,1,411250.0
declaration 45682,4653.926166553829,1,0,1,0,1,3,1,606140.0
declaration 42498,1580.7052579599317,1,0,0,0,1,2,1,3036317.0
declaration 45712,1528.579775422094,1,0,0,0,1,2,1,3036711.0
declaration 13806,1092.0288591677022,1,0,0,0,1,2,1,1577159.0
declaration 13804,75.58194967986483,1,0,0,0,1,2,1,1576935.0
declaration 13802,755.8194967986483,1,0,0,0,1,2,1,1576788.0
declaration 13798,101.64469094878373,1,0,0,0,1,2,1,1573725.0
declaration 13800,436.5509162543917,1,0,0,0,1,2,1,1574082.0
declaration 48985,190.5476612694143,1,0,0,0,1,2,1,614825.0
declaration 48998,1228.8379787986719,1,0,0,0,1,2,1,1221373.0
declaration 42514,473.12854668936205,1,0,0,0,1,2,1,531934.0
declaration 21742,1818.1379211081032,1,0,0,1,1,3,1,629568.0
declaration 28345,1984.408081306932,1,0,0,0,1,2,1,185722.0
declaration 68162,802.8716263867155,1,0,0,1,1,3,1,1233015.0
declaration 24703,507.93835594108936,1,0,0,0,1,2,1,193612.0
declaration 45152,194.89242784731493,1,0,0,0,1,2,1,844615.0
declaration 45151,0.0,1,0,0,0,1,2,0,579578.0
declaration 45154,278.78090765985485,1,0,0,0,1,2,1,584693.0
declaration 45149,253.36015620150943,1,0,0,0,1,2,1,527222.0
declaration 45156,79.65168790281567,1,0,0,0,1,2,1,628410.0
declaration 68344,244.16381246051165,1,0,0,0,1,2,1,548933.0
declaration 41200,416.22555949644266,1,0,0,0,1,2,1,331724.0
declaration 147167,226.6965259864533,1,0,0,1,1,3,1,624404.0
declaration 45728,716.3594699091876,1,0,0,0,1,2,1,3016574.0
declaration 13835,334.1923825151905,1,0,0,0,1,2,1,1120608.0
declaration 147175,228.03190424871605,1,0,0,1,1,3,1,869230.0
declaration 146906,216.51022374980707,1,0,0,0,1,2,1,852495.0
declaration 42524,1388.0047476973907,1,0,0,0,1,2,1,1382237.0
declaration 40030,4239.715333244595,1,0,1,0,1,3,1,2347100.0
declaration 51342,523.5185764093924,1,0,0,0,1,2,1,533258.0
declaration 15287,1452.6507937431015,1,0,0,1,1,3,1,886721.0
declaration 31142,79.84307069023492,1,0,0,1,1,3,1,2500731.0
declaration 33204,403.58009575893914,1,0,0,0,1,2,1,625452.0
declaration 33203,0.0,1,0,0,0,1,2,0,144324.0
declaration 31156,4451.476287954743,1,0,0,0,1,2,1,177189.0
declaration 42544,348.633809153694,1,0,1,1,1,4,1,3914580.0
declaration 33228,349.8924149629131,1,0,0,1,1,3,1,1815342.0
declaration 45741,595.7029754482294,1,0,0,1,1,3,1,541446.0
declaration 45743,0.0,1,0,0,1,1,3,0,774773.0
declaration 25412,35.98228198524723,1,0,0,0,1,2,1,1046647.0
declaration 54164,102.41398832547227,1,0,0,0,1,2,1,526095.0
declaration 68354,1071.3436487360345,1,0,0,0,1,2,1,528440.0
declaration 68179,1249.1729456119967,1,0,0,0,1,2,1,600183.0
declaration 68177,178.35712854912668,1,0,0,0,1,2,1,599423.0
declaration 46456,139.86282096896633,1,0,0,0,1,2,1,426353.0
declaration 43326,83.43688530196188,1,0,0,1,1,3,1,1131743.0
declaration 22959,28.754903216939045,1,0,0,1,1,3,1,895328.0
declaration 43342,449.6132464522291,1,0,0,0,1,2,1,602300.0
declaration 46466,1947.5247092633679,1,0,0,0,1,2,1,2085767.0
declaration 42893,632.1712588067429,1,0,0,1,1,3,1,2590701.0
declaration 22971,1126.96290333785,1,0,0,1,1,3,1,1229957.0
declaration 45986,490.1488276889461,1,0,0,0,1,2,1,964393.0
declaration 147217,2779.425016693686,1,0,0,1,1,3,1,785941.0
declaration 42907,118.46148514225439,1,0,0,0,1,2,1,789420.0
declaration 68195,930.2702053073848,1,0,0,0,1,2,1,549427.0
declaration 22991,1522.825391761532,1,0,0,0,1,2,1,543520.0
declaration 28405,442.03661979181084,1,0,0,1,1,3,1,1140524.0
declaration 46484,180.71096307549232,1,0,0,0,1,2,1,1818414.0
declaration 147083,110.09417853379313,1,0,0,1,1,3,1,2595856.0
declaration 147287,1001.5150963739427,1,0,0,0,1,2,1,521643.0
declaration 28422,2280.5788089978523,1,0,1,1,1,4,1,875713.0
declaration 37061,870.7802333319332,1,0,0,0,1,2,1,504927.0
declaration 42920,659.1224614906067,1,0,0,0,1,2,1,420455.0
declaration 46499,1866.0644215087468,1,0,0,0,1,2,1,338228.0
declaration 21535,0.0,1,0,1,0,1,3,0,0.0
declaration 21536,1263.7236471839947,1,0,1,0,1,3,1,1833005.0
declaration 41706,718.76562960695,1,0,0,0,1,2,1,1147150.0
declaration 46512,457.0849822001386,1,0,0,0,1,2,1,550033.0
declaration 43356,492.73858450298303,1,0,0,0,1,2,1,1726894.0
declaration 42938,1571.0411441281535,1,0,0,1,1,3,1,1746075.0
declaration 40755,863.9544948034743,1,0,0,0,1,2,1,5472205.0
declaration 40757,555.4603576876937,1,0,0,0,1,2,1,979348.0
declaration 43370,538.3692697588416,1,0,0,1,1,3,1,979032.0
declaration 43368,557.1694664805789,1,0,0,1,1,3,1,5365502.0
declaration 43366,167.49266170275072,1,0,0,1,1,3,1,526767.0
declaration 42950,47.326514631163626,1,0,0,1,1,3,1,698866.0
declaration 13852,46.79967953182387,1,0,0,1,1,3,1,632403.0
declaration 46025,256.9269435330165,1,0,0,1,1,3,1,3478594.0
declaration 46044,1021.7258183922091,1,0,0,1,1,3,1,2875027.0
declaration 46046,2617.147951924429,1,0,0,1,1,3,1,1740998.0
declaration 42962,873.0162343584922,1,0,0,1,1,3,1,784124.0
declaration 46067,512.1547067913917,1,0,0,0,1,2,1,288008.0
declaration 25429,712.9434192460661,1,0,0,1,1,3,1,785278.0
declaration 46079,449.5092532474094,1,0,0,0,1,2,1,2002073.0
declaration 41655,555.2956445496916,1,0,0,0,1,2,1,1062651.0
declaration 25444,1378.3463577470745,1,0,0,0,1,2,1,970673.0
declaration 40770,923.1987945080406,1,0,0,0,1,2,1,967864.0
declaration 14856,633.0127163039305,1,0,0,0,1,2,1,628743.0
declaration 42977,1133.4231568055745,1,0,0,0,1,2,1,1116266.0
declaration 146954,786.3133432393067,1,0,0,0,1,2,1,2861497.0
declaration 46095,417.3677917703605,1,0,0,0,1,2,1,2014908.0
declaration 41214,386.57310202876744,1,0,1,1,1,4,1,2260783.0
declaration 42997,665.8681492654316,1,0,0,1,1,3,1,1065520.0
declaration 43390,305.7347472664069,1,0,0,1,1,3,1,533485.0
declaration 46109,0.0,1,0,0,1,1,3,0,0.0
declaration 46107,189.98087856884956,1,0,0,1,1,3,1,3205413.0
declaration 43017,121.47141795519221,1,0,0,0,1,2,1,894300.0
declaration 25454,694.9796673286927,1,0,0,1,1,3,1,623557.0
declaration 46127,1861.1177703161188,1,0,0,0,1,2,1,2445492.0
declaration 49011,695.7686380260697,1,0,0,0,1,2,1,2440503.0
declaration 40780,379.52409049889695,1,0,0,0,1,2,1,780858.0
declaration 41744,113.36945770306285,1,0,0,0,1,2,1,801635.0
declaration 19206,64.4739281842715,1,0,0,0,1,2,1,675751.0
declaration 44259,268.30395681424386,1,0,0,0,1,2,1,700650.0
declaration 49028,927.5454437831579,1,0,0,0,1,2,1,497445.0
declaration 53749,329.97462111430247,1,0,0,1,1,3,1,281395.0
declaration 46528,3275.0482570579807,1,0,1,0,1,3,1,6752369.0
declaration 49038,123.3054799578483,1,0,0,0,1,2,1,1033532.0
declaration 37071,2002.7307625257124,1,0,0,1,1,3,1,1224192.0
declaration 43030,1270.6475001355848,1,0,0,0,1,2,1,783327.0
declaration 46144,1725.8048136169882,1,0,0,0,1,2,1,469743.0
declaration 40790,2215.8974472120963,1,0,0,0,1,2,1,2119106.0
declaration 46542,137.13857837163962,1,0,0,0,1,2,1,348525.0
declaration 43040,1769.354418284918,1,0,0,1,1,3,1,2353290.0
declaration 147094,207.8658547044036,1,0,0,1,1,3,1,1574992.0
declaration 46552,751.1689288070356,1,0,0,0,1,2,1,6325297.0
declaration 43051,396.057338736691,1,0,0,0,1,2,1,1236170.0
declaration 147335,176.03429115146525,1,0,0,0,1,2,1,620014.0
declaration 28443,3181.1589833621624,1,0,0,1,1,3,1,1922221.0
declaration 13869,372.37100267482515,1,0,0,1,1,3,1,2009986.0
declaration 55413,1808.6983856958182,1,0,0,0,1,2,1,617954.0
declaration 53765,891.8240263558396,1,0,0,0,1,2,1,524273.0
declaration 68207,3111.186541247307,1,0,1,0,1,3,1,3140005.0
declaration 46567,3418.4002190116394,1,0,1,0,1,3,1,6595774.0
declaration 28454,586.182051687803,1,0,0,0,1,2,1,3021312.0
declaration 41236,459.7476406726924,1,0,0,1,1,3,1,962703.0
declaration 41234,397.64665217224155,1,0,0,1,1,3,1,2249651.0
declaration 40804,523.4001752540626,1,0,0,0,1,2,1,947391.0
declaration 13884,177.55595321060707,1,0,0,0,1,2,1,2098573.0
declaration 53781,631.3889696169188,1,0,0,0,1,2,1,4734926.0
declaration 37082,3059.457577016941,1,0,1,1,1,4,1,333791.0
declaration 44377,846.2307716050599,1,0,0,0,1,2,1,1136293.0
declaration 69486,134.909827845647,1,0,0,1,1,3,1,1102968.0
declaration 43061,407.8242431783016,1,0,0,0,1,2,1,811094.0
declaration 41252,186.557841860331,1,0,0,0,1,2,1,2089972.0
declaration 46160,846.9738594348594,1,0,0,0,1,2,1,638664.0
declaration 53791,1724.629326742478,1,0,1,0,1,3,1,533307.0
declaration 13899,982.9647155251776,1,0,0,1,1,3,1,1415590.0
declaration 43091,361.92038914082406,1,0,0,1,1,3,1,3053355.0
declaration 21557,514.111801975031,1,0,0,1,1,3,1,2348500.0
declaration 28464,622.174472410971,1,0,0,0,1,2,1,3057008.0
declaration 46170,723.9772648814725,1,0,0,1,1,3,1,1908258.0
declaration 41667,347.7176410152333,1,0,0,0,1,2,1,785902.0
declaration 15309,80.61851440191602,1,0,0,0,1,2,1,609686.0
declaration 43801,34.14390209266392,1,0,0,0,1,2,1,959596.0
declaration 46196,636.3428212167429,1,0,0,0,1,2,1,865366.0
declaration 15321,703.6339584682597,1,0,0,0,1,2,1,1123324.0
declaration 25471,1971.652843180979,1,0,1,1,1,4,1,1278841.0
declaration 46759,958.3215655282186,1,0,1,1,1,4,1,865173.0
declaration 24713,548.5581729352675,1,0,0,0,1,2,1,867272.0
declaration 53806,66.99640798041793,1,0,0,0,1,2,1,1241565.0
declaration 21569,318.85515562793466,1,0,0,1,1,3,1,2604831.0
declaration 147187,901.5038730327085,1,0,0,1,1,3,1,1454164.0
declaration 24724,741.9617495324719,1,0,0,0,1,2,1,3365892.0
declaration 41266,150.372864083293,1,0,0,1,1,3,1,6651120.0
declaration 46776,560.4806752195466,1,0,0,1,1,3,1,548418.0
declaration 26078,1299.458722123689,1,0,1,0,1,3,1,697241.0
declaration 33244,386.62460162506187,1,0,0,1,1,3,1,279168.0
declaration 46733,523.2350886504797,1,0,0,0,1,2,1,1845157.0
declaration 46731,563.2913633797031,1,0,0,0,1,2,1,457781.0
declaration 49637,250.02931853828176,1,0,0,1,1,3,1,197580.0
declaration 43811,3983.762431522241,1,0,1,1,1,4,1,937247.0
declaration 43828,1238.4292631837252,1,0,0,1,1,3,1,972479.0
declaration 44452,785.8359463851028,1,0,0,1,1,3,1,1540065.0
declaration 46589,1313.198963540186,1,0,0,1,1,3,1,707884.0
declaration 43840,1572.7736096005235,1,0,0,1,1,3,1,1066132.0
declaration 43851,771.5982981521814,1,0,0,1,1,3,1,1241777.0
declaration 24612,304.6006516529565,1,0,0,1,1,3,1,2104265.0
declaration 46601,253.0922072064541,1,0,0,1,1,3,1,2865266.0
declaration 46623,37.63452895263258,1,0,1,1,1,4,1,634723.0
declaration 54174,631.1732135402339,1,0,0,0,1,2,1,711669.0
declaration 43404,1486.3654042125472,1,0,0,0,1,2,1,519025.0
declaration 146876,1731.4482146495666,1,0,0,0,1,2,1,625556.0
declaration 54685,98.73364760732156,1,0,0,0,1,2,1,587855.0
declaration 31633,226.67020507032976,1,0,0,0,1,2,1,585531.0
declaration 40818,183.56114766431614,1,0,0,0,1,2,1,698966.0
declaration 54704,275.1599871986208,1,0,0,1,1,3,1,1387162.0
declaration 54727,1114.09408495325,1,0,0,0,1,2,1,609091.0
declaration 41289,578.0300635402149,1,0,0,1,1,3,1,962436.0
declaration 49660,1765.569329787024,1,0,0,0,1,2,1,1907959.0
declaration 67341,216.78727075784334,1,0,0,1,1,3,1,1123554.0
declaration 68235,34.78884641677219,1,0,0,1,1,3,1,790019.0
declaration 46804,955.355243906744,1,0,1,1,1,4,1,791854.0
declaration 41301,143.61549418205956,1,0,0,1,1,3,1,1563903.0
declaration 43421,673.8419211910299,1,0,0,1,1,3,1,613650.0
declaration 43423,0.0,1,0,0,1,1,3,0,275151.0
declaration 46642,531.7835256213461,1,0,0,1,1,3,1,631398.0
declaration 43877,366.74572663166765,1,0,0,1,1,3,1,1037332.0
declaration 46656,357.5756046223997,1,0,0,1,1,3,1,636068.0
declaration 43447,339.0799639339213,1,0,0,1,1,3,1,883773.0
declaration 46831,337.18815257691244,1,0,0,1,1,3,1,1050644.0
declaration 24734,1309.0132973067766,1,0,0,1,1,3,1,1029898.0
declaration 46678,1565.8699261668291,1,0,0,0,1,2,1,1133220.0
declaration 68251,31.273048228136787,1,0,0,0,1,2,1,283205.0
declaration 43889,721.3382492116847,1,0,0,0,1,2,1,271328.0
declaration 41313,162.78517718033982,1,0,0,0,1,2,1,1057013.0
declaration 53822,1796.0416109095179,1,0,0,0,1,2,1,871557.0
declaration 53836,0.0,1,0,0,0,1,2,1,287166.0
declaration 46847,1004.3955380400622,1,0,0,0,1,2,1,3267305.0
declaration 145777,2529.5314003755566,1,0,1,1,1,4,1,11603350.0
declaration 146733,1257.4586584146443,1,0,0,0,1,2,1,960245.0
declaration 146743,535.2139853581538,1,0,0,0,1,2,1,1112818.0
declaration 146766,2022.4624729095947,1,0,0,0,1,2,1,937098.0
declaration 146785,418.5757278682596,1,0,0,1,1,3,1,1397218.0
declaration 146829,84.86211677519604,1,0,0,0,1,2,1,1242311.0
declaration 146884,168.70403324294642,1,0,0,1,1,3,1,1388748.0
declaration 146930,676.2362578412013,1,0,0,1,1,3,1,635151.0
declaration 146938,326.4726623018404,1,0,0,1,1,3,1,963225.0
